ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0072080,nephron tubule development,9/296,96/18614,2.22580087043313e-05,0.00273466500046664,0.00228639436055382,WNT2B/KLHL3/WWTR1/YAP1/NOTCH2/KIF26B/CTNNB1/BCL2/DLG1,9
GO:0014909,smooth muscle cell migration,9/296,97/18614,2.41969979490658e-05,0.00281935785778861,0.00235720422988959,DDR2/IGFBP5/IGF1/DOCK5/PRKG1/PDGFD/MDK/PARVA/BCL2,9
GO:0045669,positive regulation of osteoblast differentiation,8/296,75/18614,2.49265168552129e-05,0.00281935785778861,0.00235720422988959,DDR2/IGF1/FBN2/RUNX2/WWTR1/YAP1/CTNNB1/PRKD1,8
GO:0048660,regulation of smooth muscle cell proliferation,12/296,176/18614,2.58821991959607e-05,0.00281935785778861,0.00235720422988959,DDR2/IGFBP5/PPARGC1A/GJA1/FGFR2/IGF1/PRKG1/MAP3K5/PDGFD/APOE/CTNNB1/FOXP1,12
GO:0007265,Ras protein signal transduction,17/296,333/18614,2.61124920872928e-05,0.00281935785778861,0.00235720422988959,ROBO1/PLD1/ARHGAP6/COL1A2/IGF1/DOCK5/NET1/APOE/ARHGEF3/STARD13/NOTCH2/AKAP13/ARHGAP42/PLCE1/PSD3/RASGRF2/DENND1A,17
GO:0061326,renal tubule development,9/296,100/18614,3.08966803997945e-05,0.00319866986587816,0.00267433880982472,WNT2B/KLHL3/WWTR1/YAP1/NOTCH2/KIF26B/CTNNB1/BCL2/DLG1,9
GO:0030111,regulation of Wnt signaling pathway,17/296,338/18614,3.15266801333733e-05,0.00319866986587816,0.00267433880982472,WLS/ATP6V1C2/RBMS3/FGFR2/SMAD3/APOE/MDK/WWTR1/YAP1/EGFR/ANKRD6/STK3/MCC/CTNNB1/ZNRF3/BICC1/WWOX,17
GO:0048659,smooth muscle cell proliferation,12/296,180/18614,3.23188647689065e-05,0.00319866986587816,0.00267433880982472,DDR2/IGFBP5/PPARGC1A/GJA1/FGFR2/IGF1/PRKG1/MAP3K5/PDGFD/APOE/CTNNB1/FOXP1,12
GO:0046578,regulation of Ras protein signal transduction,12/296,184/18614,4.01028848918103e-05,0.00377184442808037,0.00315355768541219,ROBO1/IGF1/NET1/APOE/ARHGEF3/STARD13/NOTCH2/AKAP13/ARHGAP42/PLCE1/PSD3/DENND1A,12
GO:0006582,melanin metabolic process,5/296,25/18614,4.02273612874135e-05,0.00377184442808037,0.00315355768541219,TYR/DCT/PMEL/TYRP1/BCL2,5
GO:0030198,extracellular matrix organization,16/296,314/18614,4.60985146136151e-05,0.00421151301457207,0.00352115509734226,DDR2/ADAMTSL3/COL1A2/THSD4/SMAD3/ADAMTS17/COL4A5/TLL1/ANTXR1/LAMB1/LAMA2/COLGALT2/FLRT2/ADAMTS18/COL4A2/EXT1,16
GO:0043062,extracellular structure organization,16/296,315/18614,4.78800634539968e-05,0.00426491665216477,0.00356580472565292,DDR2/ADAMTSL3/COL1A2/THSD4/SMAD3/ADAMTS17/COL4A5/TLL1/ANTXR1/LAMB1/LAMA2/COLGALT2/FLRT2/ADAMTS18/COL4A2/EXT1,16
GO:0001649,osteoblast differentiation,14/296,250/18614,5.01234175002608e-05,0.00435584723301047,0.00364182982094321,DDR2/IGFBP5/FGFR2/IGF1/ID3/FBN2/SMAD3/RUNX2/WWTR1/YAP1/CTNNB1/CDK6/WWOX/PRKD1,14
GO:0045229,external encapsulating structure organization,16/296,317/18614,5.16262724677816e-05,0.00437962878101681,0.00366171305974491,DDR2/ADAMTSL3/COL1A2/THSD4/SMAD3/ADAMTS17/COL4A5/TLL1/ANTXR1/LAMB1/LAMA2/COLGALT2/FLRT2/ADAMTS18/COL4A2/EXT1,16
GO:0009101,glycoprotein biosynthetic process,16/296,324/18614,6.68530396007813e-05,0.00542580777819042,0.0045364007303954,BACE2/IGF1/CRPPA/GALNT10/GALNT18/TMTC1/MAN2A1/UST/CTNNB1/BCL2/CHST11/MAN1A1/STT3B/EXT1/ITM2B/MGAT5,16
GO:0050679,positive regulation of epithelial cell proliferation,13/296,225/18614,6.76159659928803e-05,0.00542580777819042,0.0045364007303954,FGFR2/IGF1/NEAT1/FGFR1/MDK/RUNX2/YAP1/LAMB1/EGFR/NOTCH2/CTNNB1/PTN/PRKD1,13
GO:0033059,cellular pigmentation,7/296,64/18614,6.85269014927221e-05,0.00542580777819042,0.0045364007303954,BACE2/PMEL/TYRP1/APOE/BCL2/SHROOM3/CD63,7
GO:0031960,response to corticosteroid,11/296,166/18614,7.26281152508966e-05,0.005551970210772,0.00464188241620301,IGFBP7/SGK1/SLIT3/PTGDS/SERPINF1/GHR/NR3C1/MDK/BCL2/BCKDHB/SMYD3,11
GO:0048145,regulation of fibroblast proliferation,8/296,87/18614,7.32367667432737e-05,0.005551970210772,0.00464188241620301,DDR2/IGF1/PDGFD/EGFR/FTH1/CTNNB1/CDK6/DACH1,8
GO:0007229,integrin-mediated signaling pathway,9/296,112/18614,7.55968934287868e-05,0.00561149440180766,0.00469164930709357,ITGAV/VAV3/LAMB1/LAMA2/DOCK1/PTN/PRKD1/CTNNA1/CD63,9
GO:0090090,negative regulation of canonical Wnt signaling pathway,10/296,139/18614,7.77891365732424e-05,0.00565638150225434,0.00472917844258381,RBMS3/APOE/MDK/WWTR1/ANKRD6/STK3/MCC/CTNNB1/ZNRF3/BICC1,10
GO:0046849,bone remodeling,8/296,88/18614,7.94646209449287e-05,0.00565970000687915,0.00473195297264812,MITF/GJA1/DOCK5/MDK/NOTCH2/CTNNB1/PTN/EXT1,8
GO:0002062,chondrocyte differentiation,9/296,113/18614,8.10117037190112e-05,0.00565970000687915,0.00473195297264812,WNT2B/SMAD3/MDK/RUNX2/TRPS1/RARB/CTNNB1/CHST11/EXT1,9
GO:0003416,endochondral bone growth,5/296,29/18614,8.53524579748702e-05,0.0057379397691408,0.00479736754853789,DDR2/BNC2/FGFR2/RARB/EXT1,5
GO:0060441,epithelial tube branching involved in lung morphogenesis,5/296,29/18614,8.53524579748702e-05,0.0057379397691408,0.00479736754853789,FGFR2/WNT2B/YAP1/CTNNB1/EXT1,5
GO:0061564,axon development,20/296,479/18614,8.90061279813044e-05,0.00585515530766125,0.00489536892940052,ROBO1/FGFR2/RELN/SLIT3/PRKG1/APOE/CRPPA/UNC5C/EFNA5/PALLD/UST/NOTCH2/STK24/BCL2/PTN/FLRT2/GOLGA4/CTNNA1/EXT1/TRIO,20
GO:0051384,response to glucocorticoid,10/296,142/18614,9.30334903099908e-05,0.00585515530766125,0.00489536892940052,IGFBP7/SLIT3/PTGDS/SERPINF1/GHR/NR3C1/MDK/BCL2/BCKDHB/SMYD3,10
GO:0014910,regulation of smooth muscle cell migration,8/296,90/18614,9.32425999558046e-05,0.00585515530766125,0.00489536892940052,DDR2/IGFBP5/IGF1/DOCK5/PRKG1/PDGFD/MDK/BCL2,8
GO:0050919,negative chemotaxis,6/296,47/18614,9.53989736273317e-05,0.00585515530766125,0.00489536892940052,ROBO1/SLIT3/UNC5C/EFNA5/ITGAV/FLRT2,6
GO:0060562,epithelial tube morphogenesis,16/296,334/18614,9.54184056179671e-05,0.00585515530766125,0.00489536892940052,FGFR2/WNT2B/SMAD3/KLHL3/STARD13/NR3C1/MDK/YAP1/NOTCH2/KIF26B/STK3/CTNNB1/BCL2/FOXP1/EXT1/DLG1,16
GO:0034329,cell junction assembly,19/296,444/18614,9.69559817996109e-05,0.00585515530766125,0.00489536892940052,GJA1/ARHGAP6/SMAD3/CDH6/PDLIM5/EFNA5/LRFN5/MPDZ/IL1RAPL1/CTNNB1/SDK1/BCL2/FARP1/PKP4/ADGRB3/FLRT2/TLN2/CTNNA1/DLG1,19
GO:0060348,bone development,13/296,235/18614,0.000104946447102703,0.00623206985044885,0.00521049904036227,DDR2/GJA1/BNC2/FGFR2/IGF1/GHR/RUNX2/FBN1/NOTCH2/AKAP13/RARB/FOXP1/EXT1,13
GO:0021795,cerebral cortex cell migration,6/296,48/18614,0.000107585972064191,0.00626067636439688,0.00523441632900813,ROBO1/RELN/LAMB1/EGFR/CTNNB1/SYNE2,6
GO:0001656,metanephros development,8/296,92/18614,0.000108942445858155,0.00626067636439688,0.00523441632900813,ID3/FRAS1/WWTR1/YAP1/FBN1/KIF26B/CTNNB1/BCL2,8
GO:0030178,negative regulation of Wnt signaling pathway,11/296,174/18614,0.000110728699947307,0.00626232314146439,0.0052357931637574,RBMS3/APOE/MDK/WWTR1/ANKRD6/STK3/MCC/CTNNB1/ZNRF3/BICC1/WWOX,11
GO:0003012,muscle system process,19/296,452/18614,0.00012230421308246,0.00671802275610553,0.00561679377218449,IGFBP5/SGCD/GJA1/IGF1/DOCK5/UTRN/SMAD3/PRKG1/KCNJ3/PDE4D/PDLIM5/DTNA/CACNA1D/AKAP13/ARHGAP42/PLCE1/FOXP1/CALD1/DLG1,19
GO:0048017,inositol lipid-mediated signaling,11/296,176/18614,0.000122557249269396,0.00671802275610553,0.00561679377218449,DDR2/PLD1/RELN/IGF1/PDGFD/ROR1/PIP5K1B/FGFR1/PLCB4/EGFR/PLCE1,11
GO:0031069,hair follicle morphogenesis,5/296,32/18614,0.000139197070392031,0.0074023755493553,0.00618896636621283,IGFBP5/FGFR2/CTNNB1/BCL2/EXT1,5
GO:0098868,bone growth,5/296,32/18614,0.000139197070392031,0.0074023755493553,0.00618896636621283,DDR2/BNC2/FGFR2/RARB/EXT1,5
GO:0001558,regulation of cell growth,18/296,420/18614,0.000144992106400584,0.00759715992801885,0.00635182137946832,IGFBP5/IGFBP7/GJA1/SGK1/IGF1/NET1/SLIT3/SMAD3/APOE/WFDC1/EFNA5/SLC23A2/YAP1/EGFR/BCL2/PLCE1/FOXP1/GOLGA4,18
GO:0001657,ureteric bud development,8/296,97/18614,0.000157964712967653,0.00804040389005354,0.0067224080856911,FGFR2/WNT2B/SMAD3/KIF26B/RARB/CTNNB1/BCL2/DLG1,8
GO:0060993,kidney morphogenesis,8/296,97/18614,0.000157964712967653,0.00804040389005354,0.0067224080856911,WNT2B/FRAS1/KLHL3/WWTR1/KIF26B/CTNNB1/BCL2/DLG1,8
GO:0072163,mesonephric epithelium development,8/296,98/18614,0.000169670240870896,0.00839632039198615,0.00701998218807947,FGFR2/WNT2B/SMAD3/KIF26B/RARB/CTNNB1/BCL2/DLG1,8
GO:0072164,mesonephric tubule development,8/296,98/18614,0.000169670240870896,0.00839632039198615,0.00701998218807947,FGFR2/WNT2B/SMAD3/KIF26B/RARB/CTNNB1/BCL2/DLG1,8
GO:0031346,positive regulation of cell projection organization,16/296,353/18614,0.000180137945377366,0.00876691170203577,0.00732982558067898,DDR2/ROBO1/RELN/APOE/ROR1/TENM2/SERPINF1/EFNA5/IL1RAPL1/MDK/LRRC7/STK24/PTN/PLCE1/PRKD1/GOLGA4,16
GO:0048661,positive regulation of smooth muscle cell proliferation,8/296,99/18614,0.000182080119548315,0.00876691170203577,0.00732982558067898,DDR2/IGFBP5/GJA1/FGFR2/IGF1/MAP3K5/PDGFD/FOXP1,8
GO:0033002,muscle cell proliferation,13/296,249/18614,0.000186381676457878,0.00885437217625891,0.00740294939474799,DDR2/IGFBP5/PPARGC1A/GJA1/FGFR2/IGF1/PRKG1/MAP3K5/PDGFD/APOE/YAP1/CTNNB1/FOXP1,13
GO:0034446,substrate adhesion-dependent cell spreading,8/296,100/18614,0.00019522650556123,0.00915252683308767,0.00765223006562717,DOCK5/EFNA5/ITGAV/ANTXR1/MDK/LAMB1/DOCK1/PARVA,8
GO:0001704,formation of primary germ layer,9/296,127/18614,0.000198225297201849,0.00917242511597648,0.00766886659031078,WLS/GJA1/FGFR2/SMAD3/ITGAV/LAMB1/CTNNB1/EYA2/COL4A2,9
GO:2001236,regulation of extrinsic apoptotic signaling pathway,10/296,156/18614,0.000202020852557329,0.00922820894438159,0.0077155062447671,TIMP3/IGF1/ITGAV/FGFR1/YAP1/STK3/BCL2/EYA2/WWOX/CTNNA1,10
GO:0032330,regulation of chondrocyte differentiation,6/296,54/18614,0.000209068030667404,0.00942923282617671,0.0078835779718688,SMAD3/MDK/RUNX2/TRPS1/RARB/CTNNB1,6
GO:0010976,positive regulation of neuron projection development,10/296,157/18614,0.000212788091842405,0.00947704964043109,0.00792355657781585,DDR2/RELN/APOE/ROR1/SERPINF1/MDK/LRRC7/STK24/PTN/PRKD1,10
GO:0031589,cell-substrate adhesion,16/296,359/18614,0.000217916091157917,0.00953692899706639,0.00797362041499561,ARHGAP6/DOCK5/UTRN/SMAD3/EFNA5/ITGAV/ANTXR1/MDK/LAMB1/DOCK1/CTNNB1/PARVA/BCL2/CDK6/TRPM7/CD63,16
GO:0030900,forebrain development,17/296,397/18614,0.000223273497181898,0.00953692899706639,0.00797362041499561,ROBO1/FGFR2/DCT/WNT2B/RELN/PRKG1/MDK/LAMB1/B2M/FOXP2/EGFR/RARB/CTNNB1/CDK6/FOXP1/SYNE2/EXT1,17
GO:0001823,mesonephros development,8/296,102/18614,0.000223862203766384,0.00953692899706639,0.00797362041499561,FGFR2/WNT2B/SMAD3/KIF26B/RARB/CTNNB1/BCL2/DLG1,8
GO:0070588,calcium ion transmembrane transport,16/296,360/18614,0.000224839190500583,0.00953692899706639,0.00797362041499561,SLC35G1/TRPM3/TRPM1/ITPR2/PDE4D/ITGAV/CACHD1/PLCB4/CACNA1D/STIM1/BCL2/PLCE1/ANO6/PRKD1/PPP3CC/TRPM7,16
GO:0007266,Rho protein signal transduction,9/296,130/18614,0.000236278647279885,0.00990424494421446,0.0082807253473941,ROBO1/ARHGAP6/COL1A2/NET1/APOE/ARHGEF3/STARD13/AKAP13/ARHGAP42,9
GO:0048144,fibroblast proliferation,8/296,103/18614,0.000239420632174442,0.00991925247020393,0.00829327281583442,DDR2/IGF1/PDGFD/EGFR/FTH1/CTNNB1/CDK6/DACH1,8
GO:0048730,epidermis morphogenesis,5/296,36/18614,0.00024739702573041,0.0100167682122438,0.00837480362221366,IGFBP5/FGFR2/CTNNB1/BCL2/EXT1,5
GO:0050931,pigment cell differentiation,5/296,36/18614,0.00024739702573041,0.0100167682122438,0.00837480362221366,MITF/LRMDA/TYRP1/BCL2/CD63,5
GO:0009100,glycoprotein metabolic process,17/296,401/18614,0.000251011223249316,0.0100489099824417,0.00840167666227754,BACE2/IGF1/SPOCK3/CRPPA/GALNT10/GALNT18/TMTC1/MAN2A1/UST/CTNNB1/BCL2/CHST11/MAN1A1/STT3B/EXT1/ITM2B/MGAT5,17
GO:0019932,second-messenger-mediated signaling,14/296,292/18614,0.000257002817409252,0.0101744559825463,0.00850664296220097,SGCD/IGF1/PRKG1/ITPR2/APOE/PDE4D/RCAN2/PEX5L/NCALD/PDE7B/EGFR/PLCE1/PPP3CC/NFAT5,14
GO:0014706,striated muscle tissue development,13/296,259/18614,0.000273525287590662,0.0107095670295113,0.00895403775455841,SGCD/GJA1/FGFR2/IGF1/SMAD3/PGM5/PDLIM5/YAP1/NOTCH2/AKAP13/RARB/EYA2/FOXP1,13
GO:0140115,export across plasma membrane,7/296,80/18614,0.0002822853365419,0.0108179331973383,0.00904464036765809,SLC4A4/GJA1/ABCC4/SLC35G1/KCNT2/ANO6/DLG1,7
GO:0010092,specification of animal organ identity,5/296,37/18614,0.000282365362714697,0.0108179331973383,0.00904464036765809,ROBO1/FGFR2/WNT2B/CTNNB1/EXT1,5
GO:0042476,odontogenesis,9/296,135/18614,0.000313090411216196,0.011867458884716,0.00992212613372716,WLS/FGFR2/COL1A2/ID3/RUNX2/LAMB1/STIM1/CTNNB1/CTNNA1,9
GO:0048705,skeletal system morphogenesis,12/296,229/18614,0.000316787555866667,0.0118812006479256,0.00993361532523732,FGFR2/FBN2/SMAD3/GHR/FGFR1/RUNX2/RARB/CTNNB1/WWOX/CHST11/EXT1/DLG1,12
GO:0042692,muscle cell differentiation,17/296,410/18614,0.000324606396472343,0.0120476311524058,0.0100727642764992,IGFBP5/SGCD/FGFR2/IGF1/DOCK5/PGM5/PDLIM5/LAMB1/LAMA2/DOCK1/AKAP13/RARB/CTNNB1/BCL2/SMYD3/FOXP1/ADGRB3,17
GO:0048588,developmental cell growth,12/296,231/18614,0.000342794092792971,0.0125914984806325,0.0105274800065557,IGF1/SLIT3/PRKG1/APOE/PDLIM5/EFNA5/SLC23A2/AKAP13/CTNNB1/FOXP1/GOLGA4/EXT1,12
GO:0007492,endoderm development,7/296,83/18614,0.000354313087749965,0.0127516922389205,0.0106614145489888,SMAD3/ITGAV/LAMB1/CTNNB1/TNRC6A/COL4A2/EXT1,7
GO:0035023,regulation of Rho protein signal transduction,7/296,83/18614,0.000354313087749965,0.0127516922389205,0.0106614145489888,ROBO1/NET1/APOE/ARHGEF3/STARD13/AKAP13/ARHGAP42,7
GO:0046579,positive regulation of Ras protein signal transduction,6/296,60/18614,0.000374236777810645,0.0133340563933933,0.011148316644254,ROBO1/IGF1/NET1/ARHGEF3/NOTCH2/AKAP13,6
GO:1903034,regulation of response to wounding,10/296,170/18614,0.000402721419897471,0.0141822629920967,0.0118574838671237,DDR2/SMAD3/PRKG1/APOE/WFDC1/MDK/STK24/PTN/ANO6/ADAMTS18,10
GO:0022029,telencephalon cell migration,6/296,61/18614,0.000409594887248011,0.0141822629920967,0.0118574838671237,ROBO1/RELN/LAMB1/EGFR/CTNNB1/SYNE2,6
GO:0048753,pigment granule organization,5/296,40/18614,0.000409984026995779,0.0141822629920967,0.0118574838671237,BACE2/PMEL/TYRP1/APOE/BCL2,5
GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,8/296,112/18614,0.000423460851726458,0.0145076059105901,0.0121294960565372,DDR2/RELN/IGF1/PDGFD/ROR1/PIP5K1B/FGFR1/EGFR,8
GO:0015820,leucine transport,3/296,10/18614,0.000439710154328144,0.0148476216352423,0.0124137758623679,SLC7A8/SLC7A6/SLC6A15,3
GO:0048015,phosphatidylinositol-mediated signaling,10/296,172/18614,0.000441719869024892,0.0148476216352423,0.0124137758623679,DDR2/RELN/IGF1/PDGFD/ROR1/PIP5K1B/FGFR1/PLCB4/EGFR/PLCE1,10
GO:0051960,regulation of nervous system development,18/296,461/18614,0.000447259044091301,0.0148933081691337,0.0124519733869,ROBO1/DCT/RELN/SERPINF1/EFNA5/IL1RAPL1/MDK/MAN2A1/YAP1/B2M/PRTG/CTNNB1/PTN/ADGRB3/FLRT2/GOLGA4/CTNNA1/DLG1,18
GO:0000302,response to reactive oxygen species,11/296,205/18614,0.000458253041551673,0.0151138510524073,0.0126363645296874,DDR2/NET1/MAP3K5/PDGFD/APOE/SESN3/EGFR/STK24/BCL2/PDE8A/FOXP1,11
GO:0031214,biomineral tissue development,10/296,173/18614,0.000462365917685207,0.0151138510524073,0.0126363645296874,WLS/DDR2/FGFR2/COL1A2/IGF1/FBN2/SMAD3/STIM1/PTN/ANO6,10
GO:0071560,cellular response to transforming growth factor beta stimulus,13/296,274/18614,0.000468400039988592,0.0151719031134487,0.0126849006044757,DDR2/FGFR2/COL1A2/FBN2/SMAD3/LTBP1/PDGFD/NR3C1/FBN1/WWOX/CHST11/SNX25/COL4A2,13
GO:0051963,regulation of synapse assembly,8/296,114/18614,0.000476933614814725,0.0153091393656294,0.0127996408717465,PDLIM5/EFNA5/LRFN5/IL1RAPL1/CTNNB1/FARP1/ADGRB3/FLRT2,8
